-4.0e0 -4.0e0 8.0e1 8.0e1
-3.9191931e0 -4.0e0 7.9360077e1 7.9360077e1
-3.8383862e0 -4.0e0 7.8733215e1 7.8733215e1
-3.7575793e0 -4.0e0 7.81194e1 7.81194e1
-3.6767725e0 -4.0e0 7.7518661e1 7.7518661e1
-3.5959656e0 -4.0e0 7.693097e1 7.693097e1
-3.5151587e0 -4.0e0 7.6356339e1 7.6356339e1
-3.4343518e0 -4.0e0 7.579477e1 7.579477e1
-3.3535449e0 -4.0e0 7.5246262e1 7.5246262e1
-3.272738e0 -4.0e0 7.4710815e1 7.4710815e1
-3.1919312e0 -4.0e0 7.4188431e1 7.4188431e1
-3.1111243e0 -4.0e0 7.3679091e1 7.3679091e1
-3.0303174e0 -4.0e0 7.3182825e1 7.3182825e1
-2.9495105e0 -4.0e0 7.2699611e1 7.2699611e1
-2.8687036e0 -4.0e0 7.2229463e1 7.2229463e1
-2.7878967e0 -4.0e0 7.1772368e1 7.1772368e1
-2.7070898e0 -4.0e0 7.1328333e1 7.1328333e1
-2.626283e0 -4.0e0 7.0897363e1 7.0897363e1
-2.545476e0 -4.0e0 7.0479446e1 7.0479446e1
-2.4646692e0 -4.0e0 7.0074597e1 7.0074597e1
-2.3838623e0 -4.0e0 6.9682799e1 6.9682799e1
-2.3030554e0 -4.0e0 6.9304062e1 6.9304062e1
-2.2222485e0 -4.0e0 6.893839e1 6.893839e1
-2.1414417e0 -4.0e0 6.8585771e1 6.8585771e1
-2.0606348e0 -4.0e0 6.8246217e1 6.8246217e1
-1.9798279e0 -4.0e0 6.7919719e1 6.7919719e1
-1.899021e0 -4.0e0 6.7606279e1 6.7606279e1
-1.8182141e0 -4.0e0 6.7305904e1 6.7305904e1
-1.7374072e0 -4.0e0 6.7018582e1 6.7018582e1
-1.6566003e0 -4.0e0 6.6744327e1 6.6744327e1
-1.5757935e0 -4.0e0 6.6483125e1 6.6483125e1
-1.4949866e0 -4.0e0 6.6234982e1 6.6234982e1
-1.4141797e0 -4.0e0 6.5999905e1 6.5999905e1
-1.3333728e0 -4.0e0 6.5777882e1 6.5777882e1
-1.2525659e0 -4.0e0 6.5568922e1 6.5568922e1
-1.171759e0 -4.0e0 6.537302e1 6.537302e1
-1.0909521e0 -4.0e0 6.5190175e1 6.5190175e1
-1.0101453e0 -4.0e0 6.5020393e1 6.5020393e1
-9.293384e-1 -4.0e0 6.4863669e1 6.4863669e1
-8.485315e-1 -4.0e0 6.4720004e1 6.4720004e1
-7.677246e-1 -4.0e0 6.45894e1 6.45894e1
-6.869177e-1 -4.0e0 6.4471855e1 6.4471855e1
-6.061108e-1 -4.0e0 6.4367369e1 6.4367369e1
-5.253039e-1 -4.0e0 6.4275943e1 6.4275943e1
-4.44497e-1 -4.0e0 6.4197577e1 6.4197577e1
-3.636901e-1 -4.0e0 6.413227e1 6.413227e1
-2.828832e-1 -4.0e0 6.4080022e1 6.4080022e1
-2.020763e-1 -4.0e0 6.4040834e1 6.4040834e1
-1.212694e-1 -4.0e0 6.4014705e1 6.4014705e1
-4.04625e-2 -4.0e0 6.4001636e1 6.4001636e1
4.03444e-2 -4.0e0 6.4001627e1 6.4001627e1
1.211513e-1 -4.0e0 6.4014677e1 6.4014677e1
2.019582e-1 -4.0e0 6.4040787e1 6.4040787e1
2.827651e-1 -4.0e0 6.4079956e1 6.4079956e1
3.63572e-1 -4.0e0 6.4132184e1 6.4132184e1
4.443789e-1 -4.0e0 6.4197472e1 6.4197472e1
5.251858e-1 -4.0e0 6.427582e1 6.427582e1
6.059927e-1 -4.0e0 6.4367227e1 6.4367227e1
6.867996e-1 -4.0e0 6.4471693e1 6.4471693e1
7.676065e-1 -4.0e0 6.458922e1 6.458922e1
8.484134e-1 -4.0e0 6.4719804e1 6.4719804e1
9.292203e-1 -4.0e0 6.4863449e1 6.4863449e1
1.0100272e0 -4.0e0 6.5020154e1 6.5020154e1
1.090834e0 -4.0e0 6.5189919e1 6.5189919e1
1.171641e0 -4.0e0 6.5372743e1 6.5372743e1
1.2524478e0 -4.0e0 6.5568625e1 6.5568625e1
1.3332547e0 -4.0e0 6.5777568e1 6.5777568e1
1.4140616e0 -4.0e0 6.5999568e1 6.5999568e1
1.4948685e0 -4.0e0 6.6234631e1 6.6234631e1
1.5756754e0 -4.0e0 6.6482755e1 6.6482755e1
1.6564822e0 -4.0e0 6.6743932e1 6.6743932e1
1.7372891e0 -4.0e0 6.7018175e1 6.7018175e1
1.818096e0 -4.0e0 6.730547e1 6.730547e1
1.8989029e0 -4.0e0 6.7605832e1 6.7605832e1
1.9797098e0 -4.0e0 6.7919254e1 6.7919254e1
2.0605167e0 -4.0e0 6.8245728e1 6.8245728e1
2.1413235e0 -4.0e0 6.8585268e1 6.8585268e1
2.2221304e0 -4.0e0 6.8937862e1 6.8937862e1
2.3029373e0 -4.0e0 6.930352e1 6.930352e1
2.3837442e0 -4.0e0 6.9682239e1 6.9682239e1
2.4645511e0 -4.0e0 7.0074011e1 7.0074011e1
2.545358e0 -4.0e0 7.0478848e1 7.0478848e1
2.6261649e0 -4.0e0 7.0896739e1 7.0896739e1
2.7069717e0 -4.0e0 7.1327696e1 7.1327696e1
2.7877786e0 -4.0e0 7.1771713e1 7.1771713e1
2.8685855e0 -4.0e0 7.2228781e1 7.2228781e1
2.9493924e0 -4.0e0 7.2698917e1 7.2698917e1
3.0301993e0 -4.0e0 7.3182104e1 7.3182104e1
3.1110062e0 -4.0e0 7.3678358e1 7.3678358e1
3.191813e0 -4.0e0 7.4187668e1 7.4187668e1
3.27262e0 -4.0e0 7.4710037e1 7.4710037e1
3.3534268e0 -4.0e0 7.5245468e1 7.5245468e1
3.4342337e0 -4.0e0 7.579396e1 7.579396e1
3.5150406e0 -4.0e0 7.6355515e1 7.6355515e1
3.5958475e0 -4.0e0 7.693013e1 7.693013e1
3.6766544e0 -4.0e0 7.7517792e1 7.7517792e1
3.7574612e0 -4.0e0 7.8118515e1 7.8118515e1
3.8382681e0 -4.0e0 7.87323e1 7.87323e1
3.919075e0 -4.0e0 7.9359146e1 7.9359146e1
3.9998819e0 -4.0e0 7.9999054e1 7.9999054e1

-4.0e0 -3.9191931e0 7.7440308e1 7.7440308e1
-3.9191931e0 -3.9191931e0 7.6800385e1 7.6800385e1
-3.8383862e0 -3.9191931e0 7.6173523e1 7.6173523e1
-3.7575793e0 -3.9191931e0 7.5559708e1 7.5559708e1
-3.6767725e0 -3.9191931e0 7.4958969e1 7.4958969e1
-3.5959656e0 -3.9191931e0 7.4371277e1 7.4371277e1
-3.5151587e0 -3.9191931e0 7.3796646e1 7.3796646e1
-3.4343518e0 -3.9191931e0 7.3235077e1 7.3235077e1
-3.3535449e0 -3.9191931e0 7.2686569e1 7.2686569e1
-3.272738e0 -3.9191931e0 7.2151123e1 7.2151123e1
-3.1919312e0 -3.9191931e0 7.1628738e1 7.1628738e1
-3.1111243e0 -3.9191931e0 7.1119398e1 7.1119398e1
-3.0303174e0 -3.9191931e0 7.0623132e1 7.0623132e1
-2.9495105e0 -3.9191931e0 7.0139919e1 7.0139919e1
-2.8687036e0 -3.9191931e0 6.9669771e1 6.9669771e1
-2.7878967e0 -3.9191931e0 6.9212675e1 6.9212675e1
-2.7070898e0 -3.9191931e0 6.876864e1 6.876864e1
-2.626283e0 -3.9191931e0 6.8337671e1 6.8337671e1
-2.545476e0 -3.9191931e0 6.7919754e1 6.7919754e1
-2.4646692e0 -3.9191931e0 6.7514905e1 6.7514905e1
-2.3838623e0 -3.9191931e0 6.7123106e1 6.7123106e1
-2.3030554e0 -3.9191931e0 6.674437e1 6.674437e1
-2.2222485e0 -3.9191931e0 6.6378697e1 6.6378697e1
-2.1414417e0 -3.9191931e0 6.6026079e1 6.6026079e1
-2.0606348e0 -3.9191931e0 6.5686525e1 6.5686525e1
-1.9798279e0 -3.9191931e0 6.5360027e1 6.5360027e1
-1.899021e0 -3.9191931e0 6.5046587e1 6.5046587e1
-1.8182141e0 -3.9191931e0 6.4746211e1 6.4746211e1
-1.7374072e0 -3.9191931e0 6.445889e1 6.445889e1
-1.6566003e0 -3.9191931e0 6.4184634e1 6.4184634e1
-1.5757935e0 -3.9191931e0 6.3923433e1 6.3923433e1
-1.4949866e0 -3.9191931e0 6.367529e1 6.367529e1
-1.4141797e0 -3.9191931e0 6.3440213e1 6.3440213e1
-1.3333728e0 -3.9191931e0 6.321819e1 6.321819e1
-1.2525659e0 -3.9191931e0 6.300923e1 6.300923e1
-1.171759e0 -3.9191931e0 6.2813327e1 6.2813327e1
-1.0909521e0 -3.9191931e0 6.2630482e1 6.2630482e1
-1.0101453e0 -3.9191931e0 6.2460701e1 6.2460701e1
-9.293384e-1 -3.9191931e0 6.2303976e1 6.2303976e1
-8.485315e-1 -3.9191931e0 6.2160312e1 6.2160312e1
-7.677246e-1 -3.9191931e0 6.2029707e1 6.2029707e1
-6.869177e-1 -3.9191931e0 6.1912163e1 6.1912163e1
-6.061108e-1 -3.9191931e0 6.1807677e1 6.1807677e1
-5.253039e-1 -3.9191931e0 6.171625e1 6.171625e1
-4.44497e-1 -3.9191931e0 6.1637885e1 6.1637885e1
-3.636901e-1 -3.9191931e0 6.1572577e1 6.1572577e1
-2.828832e-1 -3.9191931e0 6.152033e1 6.152033e1
-2.020763e-1 -3.9191931e0 6.1481142e1 6.1481142e1
-1.212694e-1 -3.9191931e0 6.1455013e1 6.1455013e1
